name,playcount,listeners,mbid,url,streamable,image/0/#text,image/0/size,image/1/#text,image/1/size,image/2/#text,image/2/size,image/3/#text,image/3/size,image/4/#text,image/4/size
Rihanna,300583,70251,69989475-2971-49aa-8c53-5d74af88b8be,http://www.last.fm/music/Rihanna,0,http://userserve-ak.last.fm/serve/34/90341421.png,small,http://userserve-ak.last.fm/serve/64/90341421.png,medium,http://userserve-ak.last.fm/serve/126/90341421.png,large,http://userserve-ak.last.fm/serve/252/90341421.png,extralarge,http://userserve-ak.last.fm/serve/_/90341421/Rihanna+riri.png,mega
Coldplay,303177,67976,cc197bad-dc9c-440d-a5b5-d52ba2e14234,http://www.last.fm/music/Coldplay,0,http://userserve-ak.last.fm/serve/34/103862841.png,small,http://userserve-ak.last.fm/serve/64/103862841.png,medium,http://userserve-ak.last.fm/serve/126/103862841.png,large,http://userserve-ak.last.fm/serve/252/103862841.png,extralarge,http://userserve-ak.last.fm/serve/500/103862841/Coldplay+++Oceans.png,mega
Mumford & Sons,765129,66097,c44e9c22-ef82-4a77-9bcd-af6c958446d6,http://www.last.fm/music/Mumford+&+Sons,0,http://userserve-ak.last.fm/serve/34/49582427.png,small,http://userserve-ak.last.fm/serve/64/49582427.png,medium,http://userserve-ak.last.fm/serve/126/49582427.png,large,http://userserve-ak.last.fm/serve/252/49582427.png,extralarge,http://userserve-ak.last.fm/serve/500/49582427/Mumford++Sons++PNG.png,mega
Ed Sheeran,293676,63920,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,http://www.last.fm/music/Ed+Sheeran,0,http://userserve-ak.last.fm/serve/34/98780571.png,small,http://userserve-ak.last.fm/serve/64/98780571.png,medium,http://userserve-ak.last.fm/serve/126/98780571.png,large,http://userserve-ak.last.fm/serve/252/98780571.png,extralarge,http://userserve-ak.last.fm/serve/500/98780571/Ed+Sheeran+PNG.png,mega
Arctic Monkeys,434409,62474,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,http://www.last.fm/music/Arctic+Monkeys,0,http://userserve-ak.last.fm/serve/34/94093653.png,small,http://userserve-ak.last.fm/serve/64/94093653.png,medium,http://userserve-ak.last.fm/serve/126/94093653.png,large,http://userserve-ak.last.fm/serve/252/94093653.png,extralarge,http://userserve-ak.last.fm/serve/500/94093653/Arctic+Monkeys+Austin+City+Limits+Fest+2013.png,mega
Radiohead,385214,59508,a74b1b7f-71a5-4011-9441-d0b5e4122711,http://www.last.fm/music/Radiohead,0,http://userserve-ak.last.fm/serve/34/317976.jpg,small,http://userserve-ak.last.fm/serve/64/317976.jpg,medium,http://userserve-ak.last.fm/serve/126/317976.jpg,large,http://userserve-ak.last.fm/serve/252/317976.jpg,extralarge,http://userserve-ak.last.fm/serve/_/317976/Radiohead.jpg,mega
Maroon 5,225112,58230,0ab49580-c84f-44d4-875f-d83760ea2cfe,http://www.last.fm/music/Maroon+5,0,http://userserve-ak.last.fm/serve/34/89687701.jpg,small,http://userserve-ak.last.fm/serve/64/89687701.jpg,medium,http://userserve-ak.last.fm/serve/126/89687701.jpg,large,http://userserve-ak.last.fm/serve/252/89687701.jpg,extralarge,http://userserve-ak.last.fm/serve/500/89687701/Maroon+5+Hi+Res+Secondary+Image.jpg,mega
Sia,238794,55699,2f548675-008d-4332-876c-108b0c7ab9c5,http://www.last.fm/music/Sia,0,http://userserve-ak.last.fm/serve/34/49361049.png,small,http://userserve-ak.last.fm/serve/64/49361049.png,medium,http://userserve-ak.last.fm/serve/126/49361049.png,large,http://userserve-ak.last.fm/serve/252/49361049.png,extralarge,http://userserve-ak.last.fm/serve/_/49361049/Sia++09.png,mega
Lana Del Rey,424041,55606,b7539c32-53e7-4908-bda3-81449c367da6,http://www.last.fm/music/Lana+Del+Rey,0,http://userserve-ak.last.fm/serve/34/99673269.png,small,http://userserve-ak.last.fm/serve/64/99673269.png,medium,http://userserve-ak.last.fm/serve/126/99673269.png,large,http://userserve-ak.last.fm/serve/252/99673269.png,extralarge,http://userserve-ak.last.fm/serve/_/99673269/Lana+Del+Rey+ULTRAVIOLENCE+PROMO++PNG.png,mega
Ellie Goulding,176689,53035,33ca19f4-18c8-4411-98df-ac23890ce9f5,http://www.last.fm/music/Ellie+Goulding,0,http://userserve-ak.last.fm/serve/34/50609721.png,small,http://userserve-ak.last.fm/serve/64/50609721.png,medium,http://userserve-ak.last.fm/serve/126/50609721.png,large,http://userserve-ak.last.fm/serve/252/50609721.png,extralarge,http://userserve-ak.last.fm/serve/_/50609721/Ellie+Goulding+1282265231336.png,mega
Imagine Dragons,250828,53008,012151a8-0f9a-44c9-997f-ebd68b5389f9,http://www.last.fm/music/Imagine+Dragons,0,http://userserve-ak.last.fm/serve/34/82413819.png,small,http://userserve-ak.last.fm/serve/64/82413819.png,medium,http://userserve-ak.last.fm/serve/126/82413819.png,large,http://userserve-ak.last.fm/serve/252/82413819.png,extralarge,http://userserve-ak.last.fm/serve/500/82413819/Imagine+Dragons+PNG.png,mega
Calvin Harris,166732,52073,8dd98bdc-80ec-4e93-8509-2f46bafc09a7,http://www.last.fm/music/Calvin+Harris,0,http://userserve-ak.last.fm/serve/34/97578379.png,small,http://userserve-ak.last.fm/serve/64/97578379.png,medium,http://userserve-ak.last.fm/serve/126/97578379.png,large,http://userserve-ak.last.fm/serve/252/97578379.png,extralarge,http://userserve-ak.last.fm/serve/500/97578379/Calvin+Harris.png,mega
Muse,314366,51743,1695c115-bf3f-4014-9966-2b0c50179193,http://www.last.fm/music/Muse,0,http://userserve-ak.last.fm/serve/34/416243.jpg,small,http://userserve-ak.last.fm/serve/64/416243.jpg,medium,http://userserve-ak.last.fm/serve/126/416243.jpg,large,http://userserve-ak.last.fm/serve/252/416243.jpg,extralarge,http://userserve-ak.last.fm/serve/500/416243/Muse.jpg,mega
Hozier,180388,50980,b4691384-50c3-4afd-9988-51d3ec5db65d,http://www.last.fm/music/Hozier,0,http://userserve-ak.last.fm/serve/34/98940141.png,small,http://userserve-ak.last.fm/serve/64/98940141.png,medium,http://userserve-ak.last.fm/serve/126/98940141.png,large,http://userserve-ak.last.fm/serve/252/98940141.png,extralarge,http://userserve-ak.last.fm/serve/500/98940141/Hozier.png,mega
Daft Punk,210217,49583,056e4f3e-d505-4dad-8ec1-d04f521cbb56,http://www.last.fm/music/Daft+Punk,0,http://userserve-ak.last.fm/serve/34/16386751.jpg,small,http://userserve-ak.last.fm/serve/64/16386751.jpg,medium,http://userserve-ak.last.fm/serve/126/16386751.jpg,large,http://userserve-ak.last.fm/serve/252/16386751.jpg,extralarge,http://userserve-ak.last.fm/serve/_/16386751/Daft+Punk.jpg,mega
Major Lazer,152318,48193,75be165a-ad83-4d12-bd28-f589a15c479f,http://www.last.fm/music/Major+Lazer,0,http://userserve-ak.last.fm/serve/34/84635055.png,small,http://userserve-ak.last.fm/serve/64/84635055.png,medium,http://userserve-ak.last.fm/serve/126/84635055.png,large,http://userserve-ak.last.fm/serve/252/84635055.png,extralarge,http://userserve-ak.last.fm/serve/500/84635055/Major+Lazer.png,mega
Red Hot Chili Peppers,241238,48004,8bfac288-ccc5-448d-9573-c33ea2aa5c30,http://www.last.fm/music/Red+Hot+Chili+Peppers,0,http://userserve-ak.last.fm/serve/34/417929.jpg,small,http://userserve-ak.last.fm/serve/64/417929.jpg,medium,http://userserve-ak.last.fm/serve/126/417929.jpg,large,http://userserve-ak.last.fm/serve/252/417929.jpg,extralarge,http://userserve-ak.last.fm/serve/500/417929/Red+Hot+Chili+Peppers.jpg,mega
Florence + the Machine,229922,47917,227b39fc-23f6-40f5-b8a1-75100d5baad4,http://www.last.fm/music/Florence+%252B+the+Machine,0,http://userserve-ak.last.fm/serve/34/104748915.png,small,http://userserve-ak.last.fm/serve/64/104748915.png,medium,http://userserve-ak.last.fm/serve/126/104748915.png,large,http://userserve-ak.last.fm/serve/252/104748915.png,extralarge,http://userserve-ak.last.fm/serve/_/104748915/Florence++the+Machine+flo.png,mega
Kanye West,235576,47743,164f0d73-1234-4e2c-8743-d77bf2191051,http://www.last.fm/music/Kanye+West,0,http://userserve-ak.last.fm/serve/34/48389709.png,small,http://userserve-ak.last.fm/serve/64/48389709.png,medium,http://userserve-ak.last.fm/serve/126/48389709.png,large,http://userserve-ak.last.fm/serve/252/48389709.png,extralarge,http://userserve-ak.last.fm/serve/500/48389709/Kanye+West.png,mega
Nirvana,301933,46807,5b11f4ce-a62d-471e-81fc-a69a8278c7da,http://www.last.fm/music/Nirvana,0,http://userserve-ak.last.fm/serve/34/380269.jpg,small,http://userserve-ak.last.fm/serve/64/380269.jpg,medium,http://userserve-ak.last.fm/serve/126/380269.jpg,large,http://userserve-ak.last.fm/serve/252/380269.jpg,extralarge,http://userserve-ak.last.fm/serve/500/380269/Nirvana.jpg,mega
David Guetta,144692,46232,1bb1eec6-88c3-4028-8920-a985c4b9081a,http://www.last.fm/music/David+Guetta,0,http://userserve-ak.last.fm/serve/34/68044700.png,small,http://userserve-ak.last.fm/serve/64/68044700.png,medium,http://userserve-ak.last.fm/serve/126/68044700.png,large,http://userserve-ak.last.fm/serve/252/68044700.png,extralarge,http://userserve-ak.last.fm/serve/_/68044700/David+Guetta+DavidGuettaPNG.png,mega
Kendrick Lamar,342131,45676,381086ea-f511-4aba-bdf9-71c753dc5077,http://www.last.fm/music/Kendrick+Lamar,0,http://userserve-ak.last.fm/serve/34/77592470.png,small,http://userserve-ak.last.fm/serve/64/77592470.png,medium,http://userserve-ak.last.fm/serve/126/77592470.png,large,http://userserve-ak.last.fm/serve/252/77592470.png,extralarge,http://userserve-ak.last.fm/serve/500/77592470/Kendrick+Lamar+PNG.png,mega
Blur,408325,45226,ba853904-ae25-4ebb-89d6-c44cfbd71bd2,http://www.last.fm/music/Blur,0,http://userserve-ak.last.fm/serve/34/104121989.jpg,small,http://userserve-ak.last.fm/serve/64/104121989.jpg,medium,http://userserve-ak.last.fm/serve/126/104121989.jpg,large,http://userserve-ak.last.fm/serve/252/104121989.jpg,extralarge,http://userserve-ak.last.fm/serve/500/104121989/Blur+tumblr_nm1as0ASqF1rbitzio1_128.jpg,mega
Beyoncé,224153,44394,183105b5-3e68-4748-9086-2c1c11bf7a3d,http://www.last.fm/music/Beyonc%C3%A9,0,http://userserve-ak.last.fm/serve/34/95313169.png,small,http://userserve-ak.last.fm/serve/64/95313169.png,medium,http://userserve-ak.last.fm/serve/126/95313169.png,large,http://userserve-ak.last.fm/serve/252/95313169.png,extralarge,http://userserve-ak.last.fm/serve/500/95313169/Beyonc+Album++photoshoot.png,mega
Pink Floyd,338853,43975,83d91898-7763-47d7-b03b-b92132375c47,http://www.last.fm/music/Pink+Floyd,0,http://userserve-ak.last.fm/serve/34/70948710.png,small,http://userserve-ak.last.fm/serve/64/70948710.png,medium,http://userserve-ak.last.fm/serve/126/70948710.png,large,http://userserve-ak.last.fm/serve/252/70948710.png,extralarge,http://userserve-ak.last.fm/serve/500/70948710/Pink+Floyd.png,mega
Sam Smith,153070,42954,2b0641e8-c900-41e0-8498-6145aa4c1d32,http://www.last.fm/music/Sam+Smith,0,http://userserve-ak.last.fm/serve/34/103475821.png,small,http://userserve-ak.last.fm/serve/64/103475821.png,medium,http://userserve-ak.last.fm/serve/126/103475821.png,large,http://userserve-ak.last.fm/serve/252/103475821.png,extralarge,http://userserve-ak.last.fm/serve/500/103475821/Sam+Smith+PNG+version.png,mega
Linkin Park,263047,42507,f59c5520-5f46-4d2c-b2c4-822eabf53419,http://www.last.fm/music/Linkin+Park,0,http://userserve-ak.last.fm/serve/34/50034821.png,small,http://userserve-ak.last.fm/serve/64/50034821.png,medium,http://userserve-ak.last.fm/serve/126/50034821.png,large,http://userserve-ak.last.fm/serve/252/50034821.png,extralarge,http://userserve-ak.last.fm/serve/500/50034821/Linkin+Park+Untitled4.png,mega
Queen,192633,41861,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,http://www.last.fm/music/Queen,0,http://userserve-ak.last.fm/serve/34/45625545.png,small,http://userserve-ak.last.fm/serve/64/45625545.png,medium,http://userserve-ak.last.fm/serve/126/45625545.png,large,http://userserve-ak.last.fm/serve/252/45625545.png,extralarge,http://userserve-ak.last.fm/serve/500/45625545/Queen+PNG.png,mega
alt-J,229224,41538,fc7bbf00-fbaa-4736-986b-b3ac0266ca9b,http://www.last.fm/music/alt-J,0,http://userserve-ak.last.fm/serve/34/96582743.png,small,http://userserve-ak.last.fm/serve/64/96582743.png,medium,http://userserve-ak.last.fm/serve/126/96582743.png,large,http://userserve-ak.last.fm/serve/252/96582743.png,extralarge,http://userserve-ak.last.fm/serve/500/96582743/altJ+PNG.png,mega
Wiz Khalifa,136428,40619,f5dfa020-ad69-41cd-b3d4-fd7af0414e94,http://www.last.fm/music/Wiz+Khalifa,0,http://userserve-ak.last.fm/serve/34/71510270.png,small,http://userserve-ak.last.fm/serve/64/71510270.png,medium,http://userserve-ak.last.fm/serve/126/71510270.png,large,http://userserve-ak.last.fm/serve/252/71510270.png,extralarge,http://userserve-ak.last.fm/serve/500/71510270/Wiz+Khalifa.png,mega
Avicii,112240,40283,24b930c0-5f27-4723-a5aa-3b8b830fb914,http://www.last.fm/music/Avicii,0,http://userserve-ak.last.fm/serve/34/102981129.jpg,small,http://userserve-ak.last.fm/serve/64/102981129.jpg,medium,http://userserve-ak.last.fm/serve/126/102981129.jpg,large,http://userserve-ak.last.fm/serve/252/102981129.jpg,extralarge,http://userserve-ak.last.fm/serve/500/102981129/Avicii+LastFM.jpg,mega
Tame Impala,227797,40145,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,http://www.last.fm/music/Tame+Impala,0,http://userserve-ak.last.fm/serve/34/92876903.jpg,small,http://userserve-ak.last.fm/serve/64/92876903.jpg,medium,http://userserve-ak.last.fm/serve/126/92876903.jpg,large,http://userserve-ak.last.fm/serve/252/92876903.jpg,extralarge,http://userserve-ak.last.fm/serve/500/92876903/Tame+Impala+121110tameimpala5951352653034.jpg,mega
Foo Fighters,189973,40083,67f66c07-6e61-4026-ade5-7e782fad3a5d,http://www.last.fm/music/Foo+Fighters,0,http://userserve-ak.last.fm/serve/34/55899103.png,small,http://userserve-ak.last.fm/serve/64/55899103.png,medium,http://userserve-ak.last.fm/serve/126/55899103.png,large,http://userserve-ak.last.fm/serve/252/55899103.png,extralarge,http://userserve-ak.last.fm/serve/500/55899103/Foo+Fighters.png,mega
Eminem,202793,39602,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,http://www.last.fm/music/Eminem,0,http://userserve-ak.last.fm/serve/34/94395727.png,small,http://userserve-ak.last.fm/serve/64/94395727.png,medium,http://userserve-ak.last.fm/serve/126/94395727.png,large,http://userserve-ak.last.fm/serve/252/94395727.png,extralarge,http://userserve-ak.last.fm/serve/500/94395727/Eminem+Digital+Booklet++The+Marshall.png,mega
David Bowie,199636,39243,5441c29d-3602-4898-b1a1-b77fa23b8e50,http://www.last.fm/music/David+Bowie,0,http://userserve-ak.last.fm/serve/34/55450803.jpg,small,http://userserve-ak.last.fm/serve/64/55450803.jpg,medium,http://userserve-ak.last.fm/serve/126/55450803.jpg,large,http://userserve-ak.last.fm/serve/252/55450803.jpg,extralarge,http://userserve-ak.last.fm/serve/_/55450803/David+Bowie+Zigstarman.jpg,mega
Mark Ronson,85290,39240,2675b710-5bbb-48ba-a22a-41ff313fbdc3,http://www.last.fm/music/Mark+Ronson,0,http://userserve-ak.last.fm/serve/34/53134109.png,small,http://userserve-ak.last.fm/serve/64/53134109.png,medium,http://userserve-ak.last.fm/serve/126/53134109.png,large,http://userserve-ak.last.fm/serve/252/53134109.png,extralarge,http://userserve-ak.last.fm/serve/_/53134109/Mark+Ronson++9.png,mega
The Rolling Stones,164488,39060,b071f9fa-14b0-4217-8e97-eb41da73f598,http://www.last.fm/music/The+Rolling+Stones,0,http://userserve-ak.last.fm/serve/34/321677.jpg,small,http://userserve-ak.last.fm/serve/64/321677.jpg,medium,http://userserve-ak.last.fm/serve/126/321677.jpg,large,http://userserve-ak.last.fm/serve/252/321677.jpg,extralarge,http://userserve-ak.last.fm/serve/_/321677/The+Rolling+Stones.jpg,mega
Metallica,223921,38825,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,http://www.last.fm/music/Metallica,0,http://userserve-ak.last.fm/serve/34/9803.jpg,small,http://userserve-ak.last.fm/serve/64/9803.jpg,medium,http://userserve-ak.last.fm/serve/126/9803.jpg,large,http://userserve-ak.last.fm/serve/252/9803.jpg,extralarge,http://userserve-ak.last.fm/serve/_/9803/Metallica.jpg,mega
Katy Perry,169536,38569,122d63fc-8671-43e4-9752-34e846d62a9c,http://www.last.fm/music/Katy+Perry,0,http://userserve-ak.last.fm/serve/34/103220177.png,small,http://userserve-ak.last.fm/serve/64/103220177.png,medium,http://userserve-ak.last.fm/serve/126/103220177.png,large,http://userserve-ak.last.fm/serve/252/103220177.png,extralarge,http://userserve-ak.last.fm/serve/_/103220177/Katy+Perry+Billboard.png,mega
Fall Out Boy,221672,38440,516cef4d-0718-4007-9939-f9b38af3f784,http://www.last.fm/music/Fall+Out+Boy,0,http://userserve-ak.last.fm/serve/34/102981055.jpg,small,http://userserve-ak.last.fm/serve/64/102981055.jpg,medium,http://userserve-ak.last.fm/serve/126/102981055.jpg,large,http://userserve-ak.last.fm/serve/252/102981055.jpg,extralarge,http://userserve-ak.last.fm/serve/500/102981055/Fall+Out+Boy+FallOutBoyLastFM.jpg,mega
Led Zeppelin,200470,38104,678d88b2-87b0-403b-b63d-5da7465aecc3,http://www.last.fm/music/Led+Zeppelin,0,http://userserve-ak.last.fm/serve/34/404600.jpg,small,http://userserve-ak.last.fm/serve/64/404600.jpg,medium,http://userserve-ak.last.fm/serve/126/404600.jpg,large,http://userserve-ak.last.fm/serve/252/404600.jpg,extralarge,http://userserve-ak.last.fm/serve/500/404600/Led+Zeppelin.jpg,mega
Drake,252797,37834,7cf5af7a-afa0-4dca-9473-a13508c64e9d,http://www.last.fm/music/Drake,0,http://userserve-ak.last.fm/serve/34/92265299.png,small,http://userserve-ak.last.fm/serve/64/92265299.png,medium,http://userserve-ak.last.fm/serve/126/92265299.png,large,http://userserve-ak.last.fm/serve/252/92265299.png,extralarge,http://userserve-ak.last.fm/serve/500/92265299/Drake+PNG+version.png,mega
The xx,169704,37539,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,http://www.last.fm/music/The+xx,0,http://userserve-ak.last.fm/serve/34/61553347.png,small,http://userserve-ak.last.fm/serve/64/61553347.png,medium,http://userserve-ak.last.fm/serve/126/61553347.png,large,http://userserve-ak.last.fm/serve/252/61553347.png,extralarge,http://userserve-ak.last.fm/serve/500/61553347/The+xx+png.png,mega
Ariana Grande,151861,37213,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,http://www.last.fm/music/Ariana+Grande,0,http://userserve-ak.last.fm/serve/34/102864673.png,small,http://userserve-ak.last.fm/serve/64/102864673.png,medium,http://userserve-ak.last.fm/serve/126/102864673.png,large,http://userserve-ak.last.fm/serve/252/102864673.png,extralarge,http://userserve-ak.last.fm/serve/_/102864673/Ariana+Grande+Love+Me+Harder.png,mega
Kygo,104678,36852,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,http://www.last.fm/music/Kygo,0,http://userserve-ak.last.fm/serve/34/102615357.png,small,http://userserve-ak.last.fm/serve/64/102615357.png,medium,http://userserve-ak.last.fm/serve/126/102615357.png,large,http://userserve-ak.last.fm/serve/252/102615357.png,extralarge,http://userserve-ak.last.fm/serve/500/102615357/Kygo.png,mega
The Black Keys,170210,36632,d15721d8-56b4-453d-b506-fc915b14cba2,http://www.last.fm/music/The+Black+Keys,0,http://userserve-ak.last.fm/serve/34/54380955.jpg,small,http://userserve-ak.last.fm/serve/64/54380955.jpg,medium,http://userserve-ak.last.fm/serve/126/54380955.jpg,large,http://userserve-ak.last.fm/serve/252/54380955.jpg,extralarge,http://userserve-ak.last.fm/serve/500/54380955/The+Black+Keys+Dan+Auerbach.jpg,mega
The Killers,153555,36206,24b4aee8-32ed-4163-98f7-55bae67411ae,http://www.last.fm/music/The+Killers,0,http://userserve-ak.last.fm/serve/34/94661373.png,small,http://userserve-ak.last.fm/serve/64/94661373.png,medium,http://userserve-ak.last.fm/serve/126/94661373.png,large,http://userserve-ak.last.fm/serve/252/94661373.png,extralarge,http://userserve-ak.last.fm/serve/500/94661373/The+Killers+HQ+version.png,mega
Gorillaz,163796,35571,e21857d5-3256-4547-afb3-4b6ded592596,http://www.last.fm/music/Gorillaz,0,http://userserve-ak.last.fm/serve/34/350359.png,small,http://userserve-ak.last.fm/serve/64/350359.png,medium,http://userserve-ak.last.fm/serve/126/350359.png,large,http://userserve-ak.last.fm/serve/252/350359.png,extralarge,http://userserve-ak.last.fm/serve/500/350359/Gorillaz.png,mega
https,593349,35314,,http://www.last.fm/music/https,0,http://userserve-ak.last.fm/serve/34/104672249.png,small,http://userserve-ak.last.fm/serve/64/104672249.png,medium,http://userserve-ak.last.fm/serve/126/104672249.png,large,http://userserve-ak.last.fm/serve/252/104672249.png,extralarge,http://userserve-ak.last.fm/serve/500/104672249/https+flyer.png,mega
Lorde,128346,34530,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,http://www.last.fm/music/Lorde,0,http://userserve-ak.last.fm/serve/34/96501257.png,small,http://userserve-ak.last.fm/serve/64/96501257.png,medium,http://userserve-ak.last.fm/serve/126/96501257.png,large,http://userserve-ak.last.fm/serve/252/96501257.png,extralarge,http://userserve-ak.last.fm/serve/500/96501257/Lorde+The+Music+PNG.png,mega
The Beatles,307658,34450,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,http://www.last.fm/music/The+Beatles,0,http://userserve-ak.last.fm/serve/34/100199.jpg,small,http://userserve-ak.last.fm/serve/64/100199.jpg,medium,http://userserve-ak.last.fm/serve/126/100199.jpg,large,http://userserve-ak.last.fm/serve/252/100199.jpg,extralarge,http://userserve-ak.last.fm/serve/_/100199/The+Beatles.jpg,mega
Sufjan Stevens,316352,34348,01d3c51b-9b98-418a-8d8e-37f6fab59d8c,http://www.last.fm/music/Sufjan+Stevens,0,http://userserve-ak.last.fm/serve/34/56989971.png,small,http://userserve-ak.last.fm/serve/64/56989971.png,medium,http://userserve-ak.last.fm/serve/126/56989971.png,large,http://userserve-ak.last.fm/serve/252/56989971.png,extralarge,http://userserve-ak.last.fm/serve/_/56989971/Sufjan+Stevens+SSP02.png,mega
Arcade Fire,169937,33798,52074ba6-e495-4ef3-9bb4-0703888a9f68,http://www.last.fm/music/Arcade+Fire,0,http://userserve-ak.last.fm/serve/34/94368737.jpg,small,http://userserve-ak.last.fm/serve/64/94368737.jpg,medium,http://userserve-ak.last.fm/serve/126/94368737.jpg,large,http://userserve-ak.last.fm/serve/252/94368737.jpg,extralarge,http://userserve-ak.last.fm/serve/500/94368737/Arcade+Fire+ArcadeFire.jpg,mega
Britney Spears,382770,32914,2f4f5d16-7102-4110-97fd-f5c365d6bb26,http://www.last.fm/music/Britney+Spears,0,http://userserve-ak.last.fm/serve/34/102538429.png,small,http://userserve-ak.last.fm/serve/64/102538429.png,medium,http://userserve-ak.last.fm/serve/126/102538429.png,large,http://userserve-ak.last.fm/serve/252/102538429.png,extralarge,http://userserve-ak.last.fm/serve/_/102538429/Britney+Spears+Britney+for+Womens+Health+Maga.png,mega
Green Day,150405,32649,084308bd-1654-436f-ba03-df6697104e19,http://www.last.fm/music/Green+Day,0,http://userserve-ak.last.fm/serve/34/4396569.jpg,small,http://userserve-ak.last.fm/serve/64/4396569.jpg,medium,http://userserve-ak.last.fm/serve/126/4396569.jpg,large,http://userserve-ak.last.fm/serve/252/4396569.jpg,extralarge,http://userserve-ak.last.fm/serve/_/4396569/Green+Day+12144_Green20Day3.jpg,mega
Michael Jackson,120036,32402,210769a3-4aca-4199-a2e1-676ef376e078,http://www.last.fm/music/Michael+Jackson,0,http://userserve-ak.last.fm/serve/34/30501527.png,small,http://userserve-ak.last.fm/serve/64/30501527.png,medium,http://userserve-ak.last.fm/serve/126/30501527.png,large,http://userserve-ak.last.fm/serve/252/30501527.png,extralarge,http://userserve-ak.last.fm/serve/500/30501527/Michael+Jackson+memory+01+hq+png.png,mega
The Weeknd,114455,32274,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,http://www.last.fm/music/The+Weeknd,0,http://userserve-ak.last.fm/serve/34/91542701.png,small,http://userserve-ak.last.fm/serve/64/91542701.png,medium,http://userserve-ak.last.fm/serve/126/91542701.png,large,http://userserve-ak.last.fm/serve/252/91542701.png,extralarge,http://userserve-ak.last.fm/serve/_/91542701/The+Weeknd+tumblr_mpzna25qHS1r1ntero1_500.png,mega
Disclosure,93595,31901,ae65c507-d9a0-4d42-9a6c-2b1f82158b9f,http://www.last.fm/music/Disclosure,0,http://userserve-ak.last.fm/serve/34/90408507.png,small,http://userserve-ak.last.fm/serve/64/90408507.png,medium,http://userserve-ak.last.fm/serve/126/90408507.png,large,http://userserve-ak.last.fm/serve/252/90408507.png,extralarge,http://userserve-ak.last.fm/serve/500/90408507/Disclosure.png,mega
Taylor Swift,330025,31746,20244d07-534f-4eff-b4d4-930878889970,http://www.last.fm/music/Taylor+Swift,0,http://userserve-ak.last.fm/serve/34/103340917.png,small,http://userserve-ak.last.fm/serve/64/103340917.png,medium,http://userserve-ak.last.fm/serve/126/103340917.png,large,http://userserve-ak.last.fm/serve/252/103340917.png,extralarge,http://userserve-ak.last.fm/serve/_/103340917/Taylor+Swift+Keds.png,mega
Oasis,147218,31650,39ab1aed-75e0-4140-bd47-540276886b60,http://www.last.fm/music/Oasis,0,http://userserve-ak.last.fm/serve/34/57096689.jpg,small,http://userserve-ak.last.fm/serve/64/57096689.jpg,medium,http://userserve-ak.last.fm/serve/126/57096689.jpg,large,http://userserve-ak.last.fm/serve/252/57096689.jpg,extralarge,http://userserve-ak.last.fm/serve/_/57096689/Oasis+9.jpg,mega
Tove Lo,117505,31625,56756959-1e78-429c-b897-e1d056cb0225,http://www.last.fm/music/Tove+Lo,0,http://userserve-ak.last.fm/serve/34/102981431.jpg,small,http://userserve-ak.last.fm/serve/64/102981431.jpg,medium,http://userserve-ak.last.fm/serve/126/102981431.jpg,large,http://userserve-ak.last.fm/serve/252/102981431.jpg,extralarge,http://userserve-ak.last.fm/serve/500/102981431/Tove+Lo+ToveLoLastFM.jpg,mega
Of Monsters and Men,104747,31487,9e103f85-7af7-41d7-b83b-49ba8f0c5abf,http://www.last.fm/music/Of+Monsters+and+Men,0,http://userserve-ak.last.fm/serve/34/104355619.png,small,http://userserve-ak.last.fm/serve/64/104355619.png,medium,http://userserve-ak.last.fm/serve/126/104355619.png,large,http://userserve-ak.last.fm/serve/252/104355619.png,extralarge,http://userserve-ak.last.fm/serve/500/104355619/Of+Monsters+and+Men+OMAM+2015+crop.png,mega
Madonna,241829,31413,79239441-bfd5-4981-a70c-55c3f15c1287,http://www.last.fm/music/Madonna,0,http://userserve-ak.last.fm/serve/34/98605573.png,small,http://userserve-ak.last.fm/serve/64/98605573.png,medium,http://userserve-ak.last.fm/serve/126/98605573.png,large,http://userserve-ak.last.fm/serve/252/98605573.png,extralarge,http://userserve-ak.last.fm/serve/500/98605573/Madonna+PNG.png,mega
System of a Down,201591,31205,cc0b7089-c08d-4c10-b6b0-873582c17fd6,http://www.last.fm/music/System+of+a+Down,0,http://userserve-ak.last.fm/serve/34/374147.jpg,small,http://userserve-ak.last.fm/serve/64/374147.jpg,medium,http://userserve-ak.last.fm/serve/126/374147.jpg,large,http://userserve-ak.last.fm/serve/252/374147.jpg,extralarge,http://userserve-ak.last.fm/serve/500/374147/System+of+a+Down.jpg,mega
